time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-05-03,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-04,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-05,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-06,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-07,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-08,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-09,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-10,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-11,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-12,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-13,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-14,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-15,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-16,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-17,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-18,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-19,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-20,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-21,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-22,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
2023-05-23,145822.73,145822.73,145822.73,0.0,0.0,145822.73,direct,
